sky-other-other-sky-sky over-sky over-sky,sky-other-merged over tree-merged
person standing on pavement on pavement pavement-merged-merged,person standing on dirt-merged
building-other-stuff in front of water-other-other-other,train driving on railroad
person standing on to of of of of,person carrying skateboard
person looking at at at person looking at person at,person talking to person
sandwich on dining table on table on table,cake on table-merged
zebra eating grass on grass grass grass grass grass grass grass grass grass grass,zebra eating grass-merged
gravel beside train beside train beside,gravel beside train
window-other in front of building beside building building-otherotherotherother,banner hanging from building-other-merged
bus parked on pavement on pavement pavement pavement pavement pavement pavement pavement,truck parked on road
person holding bottle of bottle,person holding knife
cell phone on dining table table table table table table table table,paper-merged on table-merged
person standing on playing playing playingfieldfieldfieldfieldfield,person standing on playingfield
person standing on floor over table over table over tablegedgedgedgedged,person standing on paper-merged
person lying on snow on snow,person sitting on snow
wall-other-other--mer-mer- snow on snow-,sky-other-merged over snow
truck in front of front of of tree tree tree tree tree tree tree,truck in front of tree-merged
person sitting on chair chair chair,person sitting on chair
person standing on stairs stairs stairs stairs stairs,person in front of counter
person beside person beside,person looking at motorcycle
sports ball attached to person on person on person,bowl beside person
person standing on skis snowboard snowboard,person playing snowboard
person in front of water in-otherotherotherotherotherotherother,rock-merged beside sea
person talking to person person,person beside person
person standing on pavement on pavement pavement pavement pavement pavement,person crossing road
person holding to person,person attached to pizza
sky-other-other---sky over-tree over-tree,sky-other-merged over building-other-merged
sky-other----mer- sea- sea-,sky-other-merged over sea
person wearing skis skisisisis,person standing on skis
person riding horse on,person on horse
person wearing baseball glove wearing glove glove glove glove glove,person carrying baseball bat
person holding umbrella,person holding umbrella
fence in front of giraffe in front of giraffe in,door-stuff attached to giraffe
person in front of wall-p-wood wall-p-woodwood,person in front of wall-other-merged
giraffe standing standing on grass on dirt-mergedgedgedged,giraffe on grass-merged
horse lying on grass on grass-merged-mergedgedgedged,bear in grass-merged
person standing on grass on grass-merged-merged,person standing on grass-merged
clock on building beside building beside building beside building-otherotherotherotherother,light in front of house
person beside person wearing handbag,person enclosing person
traffic light over road beside road beside road,traffic light over road
person holding cup of,person holding banana
sky-other----mer-ged-tree-tree-,sky-other-merged over tree-merged
light hanging from couch beside couch beside,light on couch
wall-tile-tile-wood-wood-wood-wood-wood,wall-other-merged enclosing potted plant
person looking at laptop at laptop,person looking at laptop
person beside person beside person beside,person in front of person
tree-tree-tree beside house beside house,tree-merged over bus
horse standing on pavement on pavement on,horse on road
sky-other---sky over-sky over-other-other,sky-other-merged over building-other-merged
wall-tile wall hanging from wall wall wall wall-otherotherotherother,wall-brick on wall-other-merged
sports ball over playing on playingfieldfieldfieldfieldfieldfield,sports ball on playingfield
car parked on pavement on pavement pavement pavement pavement pavement pavement pavement,car driving on road
grass-grass enclosing enclosingosingosingosingosingosingosingosingosing,dirt-merged beside zebra
person walking on road on road,person walking on road
person beside person beside person beside,person talking to person
suitcase attached to suitcase on suitcase,suitcase attached to suitcase
sky over-other over-other over,sky-other-merged over person
person running on playing playingfield playingfield playingfield,person running on playingfield
person holding tennis racket racket racket racket racket racket racket racket,person holding flower
zebra standing beside zebraebraebraebraebraebraebraebraebra,zebra looking at zebra
person sitting on chair chair chair chair chair chair chair,person sitting on chair
person looking at at grass over---gedgedgedgedgedged,cell phone over grass-merged
